"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"true","false","No","2","false","2","false","1","type_C","false","false","false","74","3384","false","false","type_A","2","false","1","95.0","B","0.95","full_match","1","1","2","false","false","0","false","not_valid","true","true","false","6","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","95.0","2017-05-31T14:06:19.127","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","209","690","false","false","type_B","1","true","1","100.0","D","3.46","full_match","1","1","1","true","false","0","false","true","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","100.0","2017-05-25T19:34:58.760","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","78","3092","false","false","type_A","1","true","1","111.0","D","1.7","full_match","1","1","1","true","false","0","false","not_valid","false","true","false","2","false","true","not_valid","false","false","true","not_valid","true","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","111.00000000000001","2017-05-24T17:28:18.634","0"
"false","false","Yes","1","true","1","false","2","type_A","true","true","true","82","2784","false","false","type_A","1","true","1","2500.0","C","5.37","partial_match","1","1","1","false","false","6","false","not_valid","true","true","false","3","true","true","not_valid","false","false","true","not_valid","true","false","false","5","15350.0","true","true","true","1.0","not_valid","false","1","true","true","15350.0","type_A","true","true","5","0","0","true","true","not_valid","0","17850.0","2017-05-26T05:42:03.878","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","true","2","315.0","A","21.32","partial_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.5","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","315.0","2017-05-25T00:44:07.582","0"
"false","false","No","1","false","1","false","2","type_A","true","true","true","259","419","false","false","type_A","1","true","1","1110.0","D","1.51","partial_match","1","1","1","true","true","1","true","true","false","true","false","0","true","true","not_valid","false","false","false","not_valid","false","false","false","1","1110.0","true","true","true","1.0","true","true","1","true","true","1110.0","type_A","true","true","1","0","0","true","true","not_valid","0","2220.0","2017-05-29T09:25:41.171","0"
"false","false","Yes","1","true","1","false","1","type_C","false","false","false","50","3232","false","false","type_A","1","false","1","436.5","B","0.19","full_match","1","1","1","false","false","0","false","true","true","true","false","5","false","true","full_match","false","false","true","no_match","true","true","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","436.5","2017-05-25T22:27:13.2","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","500","19","false","false","type_A","1","true","2","134.19","A","0.12","full_match","1","1","1","false","false","1","false","false","false","true","false","0","false","false","full_match","false","false","true","full_match","false","false","false","1","758.12","true","false","false","0.32","true","false","0","true","false","758.12","type_B","false","false","1","0","0","true","true","not_valid","2","892.31","2017-05-31T18:08:54.41","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","40","2777","false","false","type_A","1","true","1","1000.0","C","0.36","full_match","1","1","1","false","false","1","false","false","true","true","false","17","true","true","no_match","false","false","true","full_match","true","true","false","1","2500.0","true","false","true","1.0","false","false","1","true","true","2500.0","type_A","true","true","1","0","0","true","true","not_valid","0","3500.0","2017-05-25T13:52:16.563","0"
"false","false","Yes","1","true","1","false","2","type_A","true","true","true","89","2272","false","false","type_A","1","true","1","250.0","D","0.46","full_match","1","1","1","true","true","3","true","true","true","true","false","14","true","true","full_match","false","false","true","no_match","true","true","false","3","5100.0","true","false","true","1.0","true","false","2","true","true","2600.0","type_A","true","true","3","0","0","true","true","not_valid","0","5350.0","2017-05-25T16:51:35.907","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","245","258","false","false","type_B","1","true","1","100.0","D","0.22","full_match","1","1","1","true","false","0","false","not_valid","false","true","false","3","false","true","no_match","false","false","true","full_match","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","false","false","0.0","type_B","false","false","0","0","1","false","false","not_valid","1","100.0","2017-05-28T14:18:02.901","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","false","25","7178","false","false","type_A","1","true","1","162.93","C","0.18","full_match","1","1","1","false","false","0","false","false","true","true","false","0","false","true","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","false","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","162.93","2017-04-14T15:57:23.980","0"
"true","false","Yes","2","true","1","false","3","type_A","true","true","true","115","1232","true","false","type_A","2","true","4","165.91","A","5.27","full_match","2","4","2","false","true","72","true","false","false","true","true","0","true","false","not_valid","true","false","true","not_valid","false","false","true","70","15024.57","true","false","true","1.0","false","true","66","true","true","11583.23","type_A","false","false","8","0","0","false","true","not_valid","0","15190.48","2017-04-10T03:50:58.295","0"
"no_data","false","Yes","1","true","1","false","1","type_A","false","false","false","470","109","false","false","type_A","1","false","1","137.61","D","0.11","full_match","1","1","1","true","false","0","false","true","false","true","false","1","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","137.61","2017-04-06T16:53:07.167","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","83","2705","false","false","type_A","1","false","1","116.4","B","2.38","partial_match","1","1","1","false","false","1","false","false","false","true","false","2","false","true","not_valid","false","false","true","not_valid","false","false","false","1","63.2","true","false","false","0.4","not_valid","false","0","true","false","63.2","type_B","false","false","1","0","0","false","true","not_valid","1","179.60000000000002","2017-04-05T03:17:03.250","0"
"true","false","Yes","1","true","1","false","4","type_C","false","false","true","64","4187","false","true","type_A","1","false","1","116.4","D","0.11","full_match","1","1","1","true","false","1","false","false","false","true","false","0","false","false","no_match","false","false","true","full_match","false","false","false","1","113.3","true","false","true","1.0","false","true","1","false","true","113.3","type_E","true","false","1","0","1","false","false","not_valid","1","229.7","2017-04-23T15:21:12.94","0"
"false","false","Yes","1","false","1","false","2","type_A","true","true","true","70","3759","false","false","type_A","1","true","4","288.29","E","0.2","full_match","1","1","1","true","false","20","true","false","false","false","false","0","true","false","no_data","false","false","false","full_match","false","false","false","20","8480.17","true","false","true","1.0","not_valid","true","8","true","true","4618.64","type_A","false","false","14","0","0","false","true","not_valid","0","8768.46","2017-04-02T19:13:06.286","0"
"false","false","Yes","1","true","1","false","3","type_A","true","true","true","80","2952","false","false","type_A","1","true","1","420.0","A","0.17","full_match","1","5","1","false","true","20","true","false","true","true","false","1","true","false","no_match","false","false","true","no_match","false","true","true","20","7148.84","true","false","false","1.0","false","true","4","true","true","5200.32","type_A","true","true","8","0","0","true","true","not_valid","0","7568.839999999998","2017-04-26T20:41:38.738","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","96","1669","false","false","type_A","1","false","1","160.05","B","2.77","full_match","1","1","1","false","false","0","false","not_valid","true","true","false","6","false","true","not_valid","false","false","true","not_valid","false","true","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","160.05","2017-05-03T14:12:08.767","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","50","3311","false","false","type_A","1","false","1","160.0","D","0.51","full_match","1","1","1","true","false","0","false","true","true","true","false","20","false","true","full_match","false","false","true","full_match","true","true","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","160.0","2017-05-12T02:25:11.833","0"
"false","false","No","1","false","1","false","2","type_C","false","true","true","701","0","false","false","type_A","1","false","1","242.98","A","0.81","full_match","1","2","1","false","false","1","false","false","false","true","false","no_data","false","true","not_valid","false","true","true","not_valid","not_valid","not_valid","false","1","62.75","false","false","false","1.0","true","true","1","false","false","0.0","type_B","false","false","0","0","1","true","false","not_valid","1","305.73","2017-05-03T05:01:26.736","0"
"true","false","Yes","2","true","1","false","1","type_A","true","true","true","895","555","false","false","type_B","2","true","2","952.49","A","1.1","full_match","1","1","2","false","true","1","true","false","false","true","false","0","true","false","no_data","true","false","false","no_match","false","false","false","1","158.0","true","false","true","1.0","not_valid","true","1","true","false","158.0","type_A","false","false","1","0","0","false","true","not_valid","0","1110.49","2017-05-01T11:05:12.59","0"
"false","false","Yes","2","true","1","false","2","type_A","false","false","true","82","3463","false","false","type_A","1","true","1","180.25","B","0.1","full_match","1","1","1","false","false","1","false","true","true","true","false","2","false","true","full_match","true","false","true","full_match","false","true","false","1","235.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","1","0","1","true","false","not_valid","2","415.25","2017-05-10T15:43:10.474","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","90","2167","false","false","type_A","1","true","1","250.0","A","0.76","full_match","1","1","1","false","false","0","false","true","true","true","false","1","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","true","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","250.0","2017-05-23T01:17:31.243","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","84","2614","false","false","type_A","1","true","1","341.25","A","0.1","full_match","1","2","1","false","false","1","false","true","true","true","false","0","false","true","full_match","false","false","true","no_data","false","false","false","1","160.0","true","true","false","1.0","true","false","0","false","true","160.0","type_B","true","true","1","0","0","true","false","not_valid","2","501.25","2017-05-18T09:10:41.197","0"
"false","true","Yes","1","true","2","false","1","type_A","true","true","true","895","538","false","false","type_A","1","true","1","2500.0","D","35.78","full_match","1","1","1","true","false","1","false","false","false","true","false","7","true","false","full_match","false","false","true","full_match","true","true","false","1","2500.0","true","false","true","1.0","true","true","1","false","true","2500.0","type_A","false","false","1","0","0","true","false","not_valid","0","5000.0","2017-05-21T23:26:29.482","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","66","4013","true","false","type_A","1","true","2","110.0","B","1.91","full_match","1","2","1","false","false","9","false","false","true","true","false","16","false","false","not_valid","false","false","true","not_valid","true","true","false","6","941.01","true","false","true","1.0","not_valid","true","1","true","true","941.01","type_D","false","false","1","0","0","true","true","not_valid","0","1051.01","2017-05-17T07:23:36.822","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","488","2461","false","false","type_B","1","true","1","289.09","B","0.19","full_match","1","1","1","false","true","8","true","false","false","true","false","0","true","true","no_match","false","false","true","full_match","false","false","false","8","7619.89","true","false","true","1.0","false","false","1","true","true","7619.89","type_A","true","true","4","0","0","false","true","not_valid","0","7908.9800000000005","2017-05-15T12:58:33.78","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","451","638","false","false","type_B","1","true","1","70.0","B","0.13","full_match","1","2","1","false","false","19","false","true","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","19","1330.05","true","true","false","1.0","true","false","0","true","true","1330.05","type_B","true","true","19","0","0","true","true","not_valid","1","1400.05","2017-05-18T14:45:48.9","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","false","1","130.0","D","0.47","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.45","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","130.0","2017-05-21T05:33:45.519","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","95","1755","false","false","type_A","1","true","1","209.93","A","0.69","full_match","1","1","1","false","false","1","false","true","false","true","false","2","false","true","no_data","false","false","true","no_data","true","false","false","1","159.94","true","true","false","1.0","true","false","0","true","true","159.94","type_B","true","true","1","0","0","true","true","not_valid","1","369.87","2017-05-24T02:35:00.301","0"
"false","false","Yes","1","true","1","false","3","type_A","false","true","true","224","1151","false","false","type_A","1","true","1","178.24","B","0.42","full_match","1","3","1","false","false","5","true","false","false","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","5","742.54","true","false","false","1.0","false","true","1","false","true","424.27","type_B","true","true","5","0","0","false","false","not_valid","0","920.78","2017-05-16T11:11:49.295","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","false","1","109.94","B","1.98","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.29","false","false","0","false","false","0.0","type_B","false","false","0","0","1","false","false","not_valid","1","109.94","2017-05-22T12:17:19.648","0"
"false","false","Yes","1","true","1","false","1","type_B","true","true","true","60","4523","false","false","type_A","1","true","1","1075.0","D","0.1","full_match","1","1","1","true","true","11","true","true","true","true","false","3","true","true","full_match","false","false","true","no_match","false","false","false","10","10750.0","true","false","true","1.0","true","false","3","false","true","10750.0","type_A","true","true","10","0","0","true","false","full_match","0","11825.0","2017-05-16T19:21:23.657","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","71","3607","false","false","type_B","1","true","1","100.0","C","0.17","full_match","1","1","1","false","false","0","false","true","false","true","false","1","false","true","full_match","false","false","true","full_match","false","true","false","0","0.0","true","true","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","100.0","2017-05-14T16:35:51.280","0"
"false","false","Yes","1","true","1","false","1","type_C","false","false","false","76","3228","false","false","type_B","1","false","1","116.4","A","0.17","full_match","1","1","1","false","false","0","false","not_valid","true","true","false","20","false","true","not_valid","false","false","true","not_valid","true","true","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","116.4","2017-05-25T15:04:37.38","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","97","1628","false","false","type_A","1","true","1","276.74","B","0.7","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","false","true","0.0","type_B","true","true","0","0","1","false","false","not_valid","1","276.74","2017-05-24T21:04:51.157","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","86","false","false","type_A","1","true","1","297.21","B","5.43","full_match","1","1","1","false","false","0","false","false","false","true","false","3","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","0.3","true","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","297.21","2017-05-25T16:13:49.829","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","69","3797","false","false","type_A","1","false","1","160.0","B","0.25","full_match","1","1","1","false","false","0","false","false","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.38","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","160.0","2017-05-24T23:09:51.355","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","70","3731","false","false","type_A","1","true","1","160.01","B","0.38","partial_match","1","1","1","false","false","1","false","false","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","1","110.0","true","true","false","1.0","false","false","0","true","true","110.0","type_B","true","true","1","0","0","true","true","not_valid","2","270.01","2017-05-24T16:06:51.12","0"
"true","false","Yes","1","true","1","false","3","type_A","false","false","true","87","2432","false","true","type_A","1","true","1","1554.0","B","15.27","full_match","1","1","1","false","false","2","false","not_valid","true","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","2","1725.79","true","false","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","2","0","2","true","true","not_valid","3","4781.29","2017-05-25T11:35:25.131","0"
"false","false","Yes","1","true","1","false","1","type_C","false","false","false","500","0","false","false","type_A","1","false","1","63.2","D","0.42","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.4","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","63.2","2017-05-27T13:11:52.563","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","206","428","false","false","type_A","1","true","1","100.0","B","0.21","full_match","1","2","1","false","false","1","false","true","true","true","false","2","false","true","no_data","false","false","true","no_data","false","true","false","0","0.0","true","true","false","1.0","true","false","0","false","true","0.0","type_C","true","true","0","0","0","true","false","not_valid","1","100.0","2017-05-24T16:47:08.745","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","500","0","false","false","type_A","1","false","1","633.2","A","0.11","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","633.2","2017-05-24T17:11:00.790","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","true","1","100.0","B","0.97","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","100.0","2017-05-28T14:54:30.28","0"
"false","false","Yes","1","true","1","false","1","type_A","true","false","true","189","812","false","false","type_A","1","true","1","70.0","B","0.59","full_match","1","4","1","false","false","11","false","not_valid","false","true","true","0","false","true","not_valid","false","false","true","not_valid","false","false","false","11","1353.25","true","true","false","1.0","not_valid","false","0","true","true","1353.25","type_B","true","true","3","0","0","false","true","not_valid","1","1423.25","2017-04-15T05:21:09.433","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","125","1091","false","false","type_A","1","true","1","326.34","B","3.03","full_match","1","1","1","false","false","1","false","true","true","true","false","5","false","true","not_valid","false","false","true","not_valid","false","false","false","1","716.78","true","true","false","1.0","true","false","0","true","true","0.0","type_B","true","true","1","0","1","true","true","not_valid","2","1043.1225","2017-04-21T14:59:14.395","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","false","87","2396","false","false","type_A","1","false","1","151.11","A","0.1","full_match","1","1","1","false","false","0","false","true","true","true","false","25","false","true","full_match","false","false","true","full_match","true","true","false","0","0.0","true","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","2","true","false","not_valid","2","151.11","2017-04-07T15:34:34.116","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","50","1584","false","false","type_A","1","true","1","273.08","D","0.7","full_match","2","3","1","true","false","1","false","false","false","true","false","2","false","true","no_match","false","false","true","full_match","false","false","false","1","150.0","true","false","false","1.0","false","false","0","true","true","0.0","type_B","true","true","1","0","0","false","true","not_valid","2","423.08","2017-04-10T16:14:43.827","0"
"no_data","true","Yes","1","true","1","false","1","type_C","false","false","true","895","0","false","false","type_A","1","false","1","465.6","D","70.44","full_match","1","1","1","true","false","1","false","false","false","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","1","407.4","false","false","false","1.0","false","true","0","true","false","407.4","type_B","false","false","1","0","0","false","true","not_valid","1","873.0","2017-04-14T04:47:46.691","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","268","2857","false","false","type_A","1","true","1","1050.0","B","0.95","full_match","1","1","1","false","false","1","false","false","true","true","false","23","false","true","no_match","false","false","true","no_match","true","true","false","1","1207.5","true","false","false","1.0","false","false","0","true","true","1207.5","type_B","true","true","1","0","0","true","true","not_valid","1","2257.5","2017-05-02T16:01:28.151","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","930","568","false","false","type_A","1","true","1","111.0","C","3.1","full_match","1","1","1","false","false","14","false","true","false","true","false","0","true","true","not_valid","false","false","true","not_valid","false","false","false","14","3996.0","true","true","true","1.0","true","false","4","true","true","3996.0","type_A","true","true","14","0","0","true","true","not_valid","0","4218.0","2017-04-27T01:45:05.831","0"
"false","false","Yes","1","true","1","false","1","type_B","false","false","false","905","192","false","false","type_A","1","false","1","483.75","C","0.65","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","false","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","483.75","2017-04-27T11:27:27.158","0"
"false","false","Yes","1","true","1","false","2","type_A","true","true","true","80","2927","false","false","type_A","1","true","1","2037.0","A","0.1","full_match","1","1","1","false","true","5","true","true","true","true","false","17","true","true","full_match","false","false","true","full_match","true","true","false","5","4441.5","true","false","true","1.0","true","false","1","true","true","4441.5","type_A","true","true","3","0","0","true","true","not_valid","0","6478.5","2017-05-12T00:12:41.342","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","false","1","93.85","B","1.36","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","true","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","93.85","2017-05-03T06:08:42.713","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","153","732","false","false","type_A","1","true","2","111.0","A","4.98","full_match","1","2","1","false","false","7","false","false","false","true","false","0","true","false","not_valid","false","false","true","not_valid","false","false","false","7","3829.5","true","false","false","0.35","not_valid","false","1","true","false","3829.5","type_A","false","false","7","0","0","false","true","not_valid","0","3940.5","2017-05-09T16:57:18.900","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","92","2034","false","false","type_A","1","false","1","116.4","A","0.43","full_match","1","1","1","false","false","1","false","not_valid","false","true","false","2","false","true","not_valid","false","false","true","not_valid","false","false","false","1","114.46","true","true","false","1.0","not_valid","false","0","true","true","114.46","type_B","true","true","1","0","0","false","true","not_valid","1","230.86","2017-04-29T14:47:12.440","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","91","2078","false","false","type_A","1","false","1","85.0","A","0.1","full_match","1","1","1","false","false","0","false","false","true","true","false","2","false","true","no_match","false","false","true","no_match","false","false","false","0","0.0","true","false","false","1.0","false","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","85.0","2017-05-11T13:43:22.782","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","81","2878","false","false","type_A","1","true","1","142.0","A","1.69","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","2","false","true","no_match","false","false","true","full_match","true","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","142.0","2017-04-28T03:08:12.471","0"
"true","true","Yes","2","true","1","false","3","type_C","false","false","true","91","2099","false","true","type_A","1","false","1","135.78","D","4.8","full_match","1","1","1","true","false","8","false","false","true","true","true","1","false","false","full_match","true","false","true","full_match","false","false","false","6","1881.65","true","false","false","1.0","true","true","0","true","true","706.0","type_C","false","false","1","0","0","true","true","not_valid","3","2017.4299999999998","2017-05-01T18:51:00.210","0"
"no_data","false","Yes","1","true","1","false","2","type_C","false","false","true","74","3362","false","false","type_A","1","false","1","80.0","A","0.24","full_match","1","1","1","false","false","1","false","true","false","true","false","4","false","true","not_valid","false","false","true","not_valid","true","false","false","1","80.0","true","true","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","2","160.0","2017-05-08T13:32:28.779","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","true","1","111.0","B","1.03","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","true","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","111.00000000000001","2017-05-08T15:53:35.339","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","76","3214","false","false","type_A","1","true","1","70.0","A","4.08","partial_match","1","1","1","false","false","3","false","false","false","true","false","2","false","true","not_valid","false","false","true","not_valid","false","false","false","3","269.93","true","true","false","1.0","false","false","0","true","true","269.93","type_B","true","true","3","0","0","false","true","not_valid","1","339.92999999999995","2017-05-13T03:51:28.263","0"
"false","false","Yes","2","true","1","false","3","type_C","false","false","true","98","1585","false","false","type_A","1","false","2","214.98","D","0.23","full_match","1","1","1","true","false","3","false","false","false","true","false","0","false","false","full_match","true","false","true","full_match","false","false","false","3","241.99","true","false","true","0.2","true","true","1","true","false","241.99","type_E","false","false","1","0","0","true","true","not_valid","0","456.96999999999997","2017-05-15T19:18:13.878","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","111","1291","false","false","type_A","1","false","1","101.61","C","0.33","full_match","1","1","1","false","false","0","false","true","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","true","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","101.61","2017-05-22T22:13:15.599","0"
"false","true","Yes","1","false","1","false","1","type_A","false","false","true","79","3049","false","false","type_A","1","true","1","1995.0","E","38.1","full_match","1","1","1","true","false","2","false","false","false","false","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","2","370.01","true","false","false","0.15","true","true","0","true","false","370.01","type_B","false","false","2","0","0","true","true","not_valid","1","2365.01","2017-05-15T00:53:03.773","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","451","638","false","false","type_B","1","true","1","70.0","C","0.1","full_match","1","2","1","false","false","20","false","true","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","20","1400.05","true","true","false","1.0","true","false","0","true","true","1400.05","type_B","true","true","20","0","0","true","true","not_valid","1","1470.05","2017-05-18T17:24:27.467","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","186","538","false","false","type_A","1","true","1","555.0","A","2.88","full_match","1","1","1","false","false","1","false","not_valid","false","true","false","0","true","true","not_valid","false","false","true","not_valid","false","false","false","1","2775.0","true","true","true","1.0","not_valid","false","1","true","true","2775.0","type_A","true","false","1","0","0","false","true","not_valid","0","3330.0000000000005","2017-05-23T18:12:28.831","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","178","3176","false","false","type_A","1","true","1","500.0","A","0.1","full_match","1","1","1","false","false","0","false","true","false","true","false","16","false","true","full_match","false","false","true","full_match","true","true","false","0","0.0","true","true","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","500.0","2017-05-15T10:50:22.610","0"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","500","101","false","false","type_A","1","false","2","70.0","A","0.44","full_match","1","2","1","false","false","1","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","1","77.59","true","false","false","0.22","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","2","147.59","2017-05-18T02:36:36.990","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","0","false","false","type_A","1","false","1","160.0","B","4.27","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.32","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","160.0","2017-05-31T02:35:00.801","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","40","2823","false","false","type_B","1","true","1","2500.0","D","0.11","full_match","1","1","1","true","false","0","false","not_valid","true","true","false","4","false","true","not_valid","false","false","true","not_valid","true","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","2500.0","2017-05-24T14:16:23.636","0"
